#ITitle 	"MINI-LIGNE.180614.13H"
#IInfo 	" "
#IVersion 	9.000
#IDate 	02/00/2048 
!Data Type: F-Freq. Domain, S-Stream Data, T-Time Domain 
#ST
!--------------------------------------
!System Section
#SNAME   "MINI_LIGNE18061413H"
#SGDflt  0
#SR50Hz
#SHiNse
#SMuxN  1
#SXcale 1.000
#SOffset 0.00000
!TX Section
#XMXVlt  480.000
#XCurMx  2500.000
#XPowMx  250.000
#XVTrgt  50.000
#XITrgt  20.000
#XBtVmn  11.000
#XTmpMx  70.000
#XLrRes  1
#XUpRes  200000
!TDIP Section
#TFrequ  5.000
#TStcks  3
#TRDely  29.999
#TLngtR  59.999
#TChrg
#TIPDly  2.222
#TNResOnly
!ERTLab Header Info
Electrodes input/output format
#elec_no_cable= 1
#elec_cable_col= 1
#elec_id_col= 2
#elec_x_col= 3
#elec_y_col= 4
#elec_z_col= 5
#elec_elev_col= -1
#elec_type_col= -1
#data_id_col= 1
#data_a_cable_col= 2
#data_a_elec_col= 3
#data_b_cable_col= 4
#data_b_elec_col= 5
#data_m_cable_col= 6
#data_m_elec_col= 7
#data_n_cable_col= 8
#data_n_elec_col= 9
#data_res_col= 10
#data_std_res_col= 11
#data_ip_wind_col= -1
#data_std_ip_col= -1
#data_i_curr_col= 14
#data_appres= 1
#data_ip_scale= 1000
!Electrodes
#elec_start
!Cbl# El# Elev-X  Elev-Y  Elev-Z  Terrn-Z  Type  El.Num
 001,01 +.00000 +.00000 +.00000 +.00000 001
 001,02 +.20000 +.00000 +.00000 +.00000 002
 001,03 +.40000 +.00000 +.00000 +.00000 003
 001,04 +.60000 +.00000 +.00000 +.00000 004
 001,05 +.80000 +.00000 +.00000 +.00000 005
 001,06 +1.0000 +.00000 +.00000 +.00000 006
 001,07 +1.2000 +.00000 +.00000 +.00000 007
 001,08 +1.4000 +.00000 +.00000 +.00000 008
 001,09 +1.6000 +.00000 +.00000 +.00000 009
 001,10 +1.8000 +.00000 +.00000 +.00000 010
 001,11 +2.0000 +.00000 +.00000 +.00000 011
 001,12 +2.2000 +.00000 +.00000 +.00000 012
 001,13 +2.4000 +.00000 +.00000 +.00000 013
 001,14 +2.6000 +.00000 +.00000 +.00000 014
 001,15 +2.8000 +.00000 +.00000 +.00000 015
 001,16 +3.0000 +.00000 +.00000 +.00000 016
 001,17 +3.2000 +.00000 +.00000 +.00000 017
 001,18 +3.4000 +.00000 +.00000 +.00000 018
 001,19 +3.6000 +.00000 +.00000 +.00000 019
 001,20 +3.8000 +.00000 +.00000 +.00000 020
 001,21 +4.0000 +.00000 +.00000 +.00000 021
 001,22 +4.2000 +.00000 +.00000 +.00000 022
 001,23 +4.4000 +.00000 +.00000 +.00000 023
 001,24 +4.6000 +.00000 +.00000 +.00000 024
 001,25 +4.8000 +.00000 +.00000 +.00000 025
 001,26 +5.0000 +.00000 +.00000 +.00000 026
 001,27 +5.2000 +.00000 +.00000 +.00000 027
 001,28 +5.4000 +.00000 +.00000 +.00000 028
 001,29 +5.6000 +.00000 +.00000 +.00000 029
 001,30 +5.8000 +.00000 +.00000 +.00000 030
 001,31 +6.0000 +.00000 +.00000 +.00000 031
 001,32 +6.2000 +.00000 +.00000 +.00000 032
#elec_end
!End ERTLab Header Info
!---------------------------------------------------!
!Batteries Main +13.0 Tx  +13.4 TxV 0.000
!Temp.     Main +36.3 Txp +27.5 Txs +26.7
!Begin Data Section!
#data_start
! ID      A      B      M      N        V/I,     Std.      Amp.,   Std.    Current   ContactR  Date_And_Time    Gains     Tx_V
! num   Ca El  Ca El  Ca El  Ca El    (Ohms)    (Ohms)    (Volts) (Volts)  
000001 001,01 001,02 001,03 001,04 -223.2846 +0.119724 -3.738715 +0.002004 +16.74416 +2808.000 20480200_180240 CH 01 GN 1  +40.8
000002 001,01 001,02 001,04 001,05 -185.7788 +0.129317 -3.110712 +0.002165 +16.74416 +2808.000 20480200_180240 CH 02 GN 1  +40.8
000003 001,01 001,02 001,05 001,06 -41.65288 +0.024438 -0.697442 +0.000409 +16.74416 +2808.000 20480200_180240 CH 03 GN 1  +40.8
000004 001,01 001,02 001,06 001,07 -21.14183 +0.016164 -0.354002 +0.000270 +16.74416 +2808.000 20480200_180240 CH 04 GN 2  +40.8
000005 001,01 001,02 001,07 001,08 -11.01394 +0.006109 -0.184419 +0.000102 +16.74416 +2808.000 20480200_180240 CH 05 GN 2  +40.8
000006 001,01 001,02 001,08 001,09 -4.142486 +0.002160 -0.069362 +0.000036 +16.74416 +2808.000 20480200_180240 CH 06 GN 3  +40.8
000007 001,01 001,02 001,09 001,10 -0.412107 +0.000213 -0.006900 +0.000003 +16.74416 +2808.000 20480200_180240 CH 07 GN 4  +40.8
000008 001,01 001,02 001,10 001,11 -0.261788 +0.000095 -0.004383 +0.000001 +16.74416 +2808.000 20480200_180240 CH 08 GN 3  +40.8
000009 001,01 001,03 001,05 001,07 -163.8511 0.0000000 -1.878063 0.0000000 +11.46201 +4434.000 20480200_180242 CH 01 GN 1  +41.5
000010 001,01 001,03 001,07 001,09 -34.08965 +0.012622 -0.390735 +0.000144 +11.46201 +4434.000 20480200_180242 CH 02 GN 2  +41.5
000011 001,01 001,03 001,09 001,11 -1.372767 0.0000000 -0.015734 0.0000000 +11.46201 +4434.000 20480200_180242 CH 03 GN 3  +41.5
000012 001,01 001,03 001,11 001,13 -2.480127 +0.000788 -0.028427 +0.000009 +11.46201 +4434.000 20480200_180242 CH 04 GN 3  +41.5
000013 001,01 001,03 001,13 001,15 -0.741179 +0.000197 -0.008495 +0.000002 +11.46201 +4434.000 20480200_180242 CH 05 GN 3  +41.5
000014 001,01 001,03 001,15 001,17 -0.708380 0.0000000 -0.008119 0.0000000 +11.46201 +4434.000 20480200_180242 CH 06 GN 4  +41.5
000015 001,01 001,03 001,17 001,19 -0.240539 0.0000000 -0.002757 0.0000000 +11.46201 +4434.000 20480200_180242 CH 07 GN 3  +41.5
000016 001,01 001,03 001,19 001,21 -0.232296 +0.000069 -0.002662 +0.000000 +11.46201 +4434.000 20480200_180242 CH 08 GN 3  +41.5
000017 001,02 001,03 001,04 001,05 -453.4427 +0.134847 -3.891936 +0.001157 +8.583083 +4056.000 20480200_180244 CH 01 GN 1  +27.0
000018 001,02 001,03 001,05 001,06 -69.33126 +0.041288 -0.595075 +0.000354 +8.583083 +4056.000 20480200_180244 CH 02 GN 1  +27.0
000019 001,02 001,03 001,06 001,07 -31.78130 +0.008427 -0.272781 +0.000072 +8.583083 +4056.000 20480200_180244 CH 03 GN 2  +27.0
000020 001,02 001,03 001,07 001,08 -14.20926 +0.007298 -0.121959 +0.000062 +8.583083 +4056.000 20480200_180244 CH 04 GN 2  +27.0
000021 001,02 001,03 001,08 001,09 -4.720704 +0.001824 -0.040518 +0.000015 +8.583083 +4056.000 20480200_180244 CH 05 GN 3  +27.0
000022 001,02 001,03 001,09 001,10 -0.433853 +0.000161 -0.003723 +0.000001 +8.583083 +4056.000 20480200_180244 CH 06 GN 4  +27.0
000023 001,02 001,03 001,10 001,11 -0.264331 +0.000186 -0.002268 +0.000001 +8.583083 +4056.000 20480200_180244 CH 07 GN 3  +27.0
