32#	Number	of	sensors
#x	z			
0	0.06			
0.1	0.15			
0.15	0.2			
0.24	0.22			
0.36	0.22			
0.43	0.19			
0.51	0.13			
0.57	0.04			
0.74	0.04			
0.82	0.12			
0.93	0.19			
1	0.23			
1.1	0.22			
1.19	0.17			
1.24	0.11			
1.33	0.02			
1.5	0.02			
1.56	0.11			
1.63	0.15			
1.68	0.2			
1.85	0.21			
1.93	0.15			
2	0.1			
2.08	0.04			
2.22	0.05			
2.33	0.12			
2.39	0.2			
2.46	0.25			
2.59	0.26			
2.66	0.2			
2.72	0.13			
2.79	0.04			
1342#	Number	of	data					
#a	b	m	n	R	err			
1	2	3	4	-559.5073 0.522638
1	2	4	5	-220.8995 0.230461
1	2	5	6	-101.0829 0.099792
1	2	6	7	-29.76684 0.027759
1	2	7	8	-15.09944 0.015872
1	2	8	9	-8.529622 0.007936
1	2	9	10	-1.156919 0.001226
1	2	10	11	-0.192203 0.000389
1	3	5	7	-232.7203 0.056159
1	3	7	9	-52.52796 0.019855
1	3	9	11	-2.377409 0.000620
1	3	11	13	-2.812752 0.000877
1	3	13	15	-1.395408 0.000820
1	3	15	17	-1.191762 0.000310
1	3	17	19	-0.305315 0.0000000
1	3	19	21	-0.202236 0.000251
2	3	4	5	-336.4326 0.225868
2	3	5	6	-67.29559 0.0000000
2	3	6	7	-34.42699 -0.000103
2	3	7	8	-18.70444 0.0000000
2	3	8	9	-10.15632 0.0000000
2	3	9	10	-0.680650 0.000207
2	3	10	11	-0.366354 -0.000000
2	3	11	12	-0.349368 0.000180
1	4	7	10	-154.4380 -0.001185
1	4	10	13	-6.126447 0.001676
1	4	13	16	-4.800368 0.003353
1	4	16	19	-2.019026 0.000838
1	4	19	22	-0.530831 0.000209
1	4	22	25	-1.008000 0.000513
1	4	25	28	-0.256450 0.000497
1	4	28	31	-0.209151 0.000518
2	4	6	8	-348.0725 0.174549
2	4	8	10	-42.45195 0.021818
2	4	10	12	-1.343434 0.000393
2	4	12	14	-4.420516 0.003520
2	4	14	16	-2.259178 0.002007
2	4	16	18	-1.269051 0.001244
2	4	18	20	-0.267704 0.000520
2	4	20	22	-0.241804 0.000511
3	4	5	6	-1317.242 1.710700
3	4	6	7	-226.3451 0.099432
3	4	7	8	-68.49814 0.030444
3	4	8	9	-29.43758 0.015222
3	4	9	10	-2.163436 0.001098
3	4	10	11	-0.405969 0.000322
3	4	11	12	-0.245251 0.000256
3	4	12	13	-2.125500 0.000951
1	5	9	13	-20.73885 0.008677
1	5	13	17	-10.58876 0.006135
1	5	17	21	-1.483911 0.0000000
1	5	21	25	-1.904074 0.000442
1	5	25	29	-0.504450 -0.000000
2	5	8	11	-108.3020 0.0000000
2	5	11	14	-11.18741 0.0000000
2	5	14	17	-6.425898 0.004118
2	5	17	20	-0.899209 0.000460
2	5	20	23	-0.772574 0.000325
2	5	23	26	-1.193859 0.000325
2	5	26	29	-0.284013 0.000415
2	5	29	32	-0.246919 0.000752
3	5	7	9	-329.3757 0.247018
3	5	9	11	-8.204558 0.002441
3	5	11	13	-7.383053 0.002989
3	5	13	15	-4.914299 0.005032
3	5	15	17	-3.043124 0.002441
3	5	17	19	-0.575479 0.000305
3	5	19	21	-0.391350 0.000388
3	5	21	23	-0.373953 0.000107
4	5	6	7	-755.0911 0.400158
4	5	7	8	-172.1473 0.152813
4	5	8	9	-59.36611 0.035369
4	5	9	10	-4.486106 0.002552
4	5	10	11	-1.172193 0.000781
4	5	11	12	-2.073927 0.000451
4	5	12	13	-2.947899 0.001688
4	5	13	14	-1.157443 0.000844
2	6	10	14	-34.98007 0.0000000
2	6	14	18	-11.36108 0.003229
2	6	18	22	-1.925905 0.0000000
2	6	22	26	-2.693774 0.000570
2	6	26	30	-0.693923 0.000201
3	6	9	12	-40.85399 -0.000051
3	6	12	15	-18.05580 0.004634
3	6	15	18	-6.508581 -0.000001
3	6	18	21	-1.385034 0.0000000
3	6	21	24	-1.568255 0.0000000
3	6	24	27	-1.326027 0.0000000
3	6	27	30	-0.461561 0.000102
4	6	8	10	-283.4973 0.115631
4	6	10	12	-18.48494 0.007226
4	6	12	14	-10.75287 0.004425
4	6	14	16	-4.504257 0.001806
4	6	16	18	-3.329503 0.001806
4	6	18	20	-0.789667 0.000553
4	6	20	22	-0.605922 0.000159
4	6	22	24	-0.968964 -0.000000
5	6	7	8	-850.7621 1.349157
5	6	8	9	-204.5053 0.128637
5	6	9	10	-15.10301 0.008988
5	6	10	11	-4.729276 0.003333
5	6	11	12	-10.54113 0.007520
5	6	12	13	-5.689576 0.002842
5	6	13	14	-0.940670 0.000355
5	6	14	15	-1.399467 0.0000000
3	7	11	15	-41.74741 -0.000107
3	7	15	19	-8.942089 -0.000006
3	7	19	23	-2.057548 0.0000000
3	7	23	27	-2.810802 0.000609
3	7	27	31	-0.791137 0.000215
4	7	10	13	-40.11358 0.012932
4	7	13	16	-8.089777 0.0000000
4	7	16	19	-5.174938 0.0000000
4	7	19	22	-1.299981 0.000285
4	7	22	25	-2.429258 0.000808
4	7	25	28	-0.522878 0.0000000
4	7	28	31	-0.543090 0.000404
5	7	9	11	-33.04601 0.023412
5	7	11	13	-26.12747 0.017881
5	7	13	15	-3.324727 0.001194
5	7	15	17	-4.225649 0.001689
5	7	17	19	-1.102983 0.000597
5	7	19	21	-0.717274 0.000211
5	7	21	23	-0.568475 0.000333
5	7	23	25	-1.480098 0.000944
6	7	8	9	-152.8617 0.075438
6	7	9	10	-10.07182 0.004714
6	7	10	11	-3.135354 0.001800
6	7	11	12	-6.734268 0.003333
6	7	12	13	-3.147761 0.001666
6	7	13	14	-0.348715 0.000085
6	7	14	15	-0.617386 0.000240
6	7	15	16	-0.493930 0.000269
4	8	12	16	-44.83271 0.012160
4	8	16	20	-9.530609 0.0000000
4	8	20	24	-3.317125 0.000760
4	8	24	28	-2.354470 0.000760
4	8	28	32	-1.026367 0.000380
5	8	11	14	-73.83286 0.0000000
5	8	14	17	-15.61644 0.0000000
5	8	17	20	-2.575506 0.000845
5	8	20	23	-1.597910 0.0000000
5	8	23	26	-2.710146 0.000845
5	8	26	29	-0.570903 0.000149
5	8	29	32	-0.627065 0.000365
6	8	10	12	-53.67066 0.018205
6	8	12	14	-21.88815 0.0000000
6	8	14	16	-7.676702 0.0000000
6	8	16	18	-4.548117 0.001137
6	8	18	20	-0.879364 0.000201
6	8	20	22	-0.682372 0.000201
6	8	22	24	-1.034886 0.000402
6	8	24	26	-0.987823 0.000284
7	8	9	10	-66.02326 0.048268
7	8	10	11	-15.77724 0.004022
7	8	11	12	-28.04009 0.008044
7	8	12	13	-15.16027 0.005688
7	8	13	14	-3.242545 0.000711
7	8	14	15	-4.214264 0.001005
7	8	15	16	-2.361088 0.000711
7	8	16	17	-2.788799 0.000711
5	9	13	17	-70.89136 0.018073
5	9	17	21	-6.505480 0.001597
