32#	Number	of	sensors
#x	z			
0	0.06			
0.1	0.15			
0.15	0.2			
0.24	0.22			
0.36	0.22			
0.43	0.19			
0.51	0.13			
0.57	0.04			
0.74	0.04			
0.82	0.12			
0.93	0.19			
1	0.23			
1.1	0.22			
1.19	0.17			
1.24	0.11			
1.33	0.02			
1.5	0.02			
1.56	0.11			
1.63	0.15			
1.68	0.2			
1.85	0.21			
1.93	0.15			
2	0.1			
2.08	0.04			
2.22	0.05			
2.33	0.12			
2.39	0.2			
2.46	0.25			
2.59	0.26			
2.66	0.2			
2.72	0.13			
2.79	0.04			
1342#	Number	of	data					
#a	b	m	n	R	err			
1	2	3	4	-219.3351 0.056925
1	2	4	5	-169.0043 0.090006
1	2	5	6	-34.49818 0.014231
1	2	6	7	-22.37953 0.014231
1	2	7	8	-10.78700 0.003557
1	2	8	9	-3.860634 0.001988
1	2	9	10	-0.329917 0.000157
1	2	10	11	-0.271451 0.000078
1	3	5	7	-139.9174 0.055634
1	3	7	9	-31.33543 -0.000307
1	3	9	11	-1.161913 0.000307
1	3	11	13	-2.390335 0.000614
1	3	13	15	-0.937629 0.000217
1	3	15	17	-0.771389 0.000217
1	3	17	19	-0.291074 0.000076
1	3	19	21	-0.229019 0.000054
2	3	4	5	-395.0151 0.0000000
2	3	5	6	-52.23517 0.0000000
2	3	6	7	-30.94678 -0.000269
2	3	7	8	-12.62810 -0.000067
2	3	8	9	-4.068031 0.001077
2	3	9	10	-0.307108 0.000116
2	3	10	11	-0.253144 0.000095
2	3	11	12	-0.460313 0.0000000
1	4	7	10	-80.76566 -0.001229
1	4	10	13	-6.291517 0.001739
1	4	13	16	-2.975883 0.0000000
1	4	16	19	-1.294736 0.0000000
1	4	19	22	-0.671009 -0.000000
1	4	22	25	-0.731670 0.0000000
1	4	25	28	-0.289905 0.0000000
1	4	28	31	-0.241355 0.000133
2	4	6	8	-191.1140 -0.005175
2	4	8	10	-15.89204 -0.000080
2	4	10	12	-2.375923 0.0000000
2	4	12	14	-3.081513 -0.000002
2	4	14	16	-1.618838 0.0000000
2	4	16	18	-0.752839 -0.000000
2	4	18	20	-0.364513 -0.000000
2	4	20	22	-0.341466 0.000080
3	4	5	6	-225.2021 0.098526
3	4	6	7	-110.3061 0.028442
3	4	7	8	-37.28192 0.022485
3	4	8	9	-10.77279 0.003555
3	4	9	10	-0.740687 0.000157
3	4	10	11	-0.597160 0.000222
3	4	11	12	-1.065122 0.0000000
3	4	12	13	-1.711168 0.000444
1	5	9	13	-16.91999 0.0000000
1	5	13	17	-7.300718 0.002457
1	5	17	21	-2.085938 -0.000001
1	5	21	25	-1.817775 -0.000000
1	5	25	29	-0.753486 0.0000000
2	5	8	11	-48.13149 0.011376
2	5	11	14	-11.44303 0.0000000
2	5	14	17	-4.972195 0.0000000
2	5	17	20	-1.368958 -0.000000
2	5	20	23	-1.273066 0.000355
2	5	23	26	-0.933655 0.0000000
2	5	26	29	-0.455351 0.000125
2	5	29	32	-0.339550 0.000088
3	5	7	9	-197.8675 0.235611
3	5	9	11	-4.546350 0.001569
3	5	11	13	-8.825221 0.003139
3	5	13	15	-3.139661 0.001569
3	5	15	17	-2.442158 0.001241
3	5	17	19	-0.880667 0.000438
3	5	19	21	-0.683880 0.000339
3	5	21	23	-0.714502 0.000277
4	5	6	7	-435.2683 0.103317
4	5	7	8	-122.0254 0.121150
4	5	8	9	-28.18414 0.0000000
4	5	9	10	-1.803957 -0.000000
4	5	10	11	-1.406458 0.000570
4	5	11	12	-2.502166 0.0000000
4	5	12	13	-3.542632 0.001398
4	5	13	14	-0.786946 0.000201
2	6	10	14	-25.24272 0.0000000
2	6	14	18	-8.822511 0.0000000
2	6	18	22	-2.522284 0.000620
2	6	22	26	-2.157484 0.0000000
2	6	26	30	-0.892410 0.0000000
3	6	9	12	-17.36204 0.0000000
3	6	12	15	-15.03267 -0.000020
3	6	15	18	-4.910918 0.001289
3	6	18	21	-1.819325 -0.000000
3	6	21	24	-1.737485 -0.000000
3	6	24	27	-0.881033 -0.000000
3	6	27	30	-0.625994 -0.000000
4	6	8	10	-93.21781 0.051335
4	6	10	12	-10.12028 0.002268
4	6	12	14	-9.658951 0.002268
4	6	14	16	-4.412506 0.001604
4	6	16	18	-2.033568 0.000802
4	6	18	20	-0.950687 0.000283
4	6	20	22	-0.862606 0.0000000
4	6	22	24	-0.981201 0.0000000
5	6	7	8	-406.2640 0.688771
5	6	8	9	-60.23190 0.035647
5	6	9	10	-3.035620 0.000643
5	6	10	11	-2.282737 0.001113
5	6	11	12	-3.934220 0.001819
5	6	12	13	-4.551418 0.001286
5	6	13	14	-0.780272 0.000393
5	6	14	15	-1.305105 0.000454
3	7	11	15	-31.46317 -0.000386
3	7	15	19	-7.330919 0.0000000
3	7	19	23	-2.996480 0.000773
3	7	23	27	-1.927751 0.0000000
3	7	27	31	-0.980852 0.000273
4	7	10	13	-28.18688 0.0000000
4	7	13	16	-7.910119 0.001957
4	7	16	19	-3.651019 0.0000000
4	7	19	22	-1.768217 0.0000000
4	7	22	25	-1.861309 -0.000000
4	7	25	28	-0.708763 0.000172
4	7	28	31	-0.592478 0.0000000
5	7	9	11	-10.98638 0.009147
5	7	11	13	-16.14080 0.009554
5	7	13	15	-3.361015 0.001688
5	7	15	17	-2.935909 0.002068
5	7	17	19	-1.072408 0.000644
5	7	19	21	-0.793970 0.000456
5	7	21	23	-0.801847 0.000545
5	7	23	25	-0.706301 0.000456
6	7	8	9	-70.66237 0.076919
6	7	9	10	-3.341933 0.002918
6	7	10	11	-2.317159 0.002339
6	7	11	12	-3.835240 0.003820
6	7	12	13	-3.808001 0.003657
6	7	13	14	-0.425644 0.000217
6	7	14	15	-0.844217 0.000584
6	7	15	16	-0.656072 0.000616
4	8	12	16	-32.25228 0.0000000
4	8	16	20	-6.235207 -0.000005
4	8	20	24	-3.614266 0.0000000
4	8	24	28	-1.624264 0.0000000
4	8	28	32	-1.034847 0.0000000
5	8	11	14	-34.25435 -0.000238
5	8	14	17	-9.592868 -0.000059
5	8	17	20	-2.427584 0.0000000
5	8	20	23	-2.005653 0.000477
5	8	23	26	-1.424102 0.000337
5	8	26	29	-0.666817 0.000168
5	8	29	32	-0.498033 0.000168
6	8	10	12	-19.99959 0.017965
6	8	12	14	-13.20316 0.012241
6	8	14	16	-4.968917 0.004949
6	8	16	18	-2.271279 0.002324
6	8	18	20	-0.980305 0.000300
6	8	20	22	-0.824432 0.000367
6	8	22	24	-0.936836 0.000300
6	8	24	26	-0.507237 0.000259
7	8	9	10	-11.06108 0.011620
7	8	10	11	-5.923749 0.003603
7	8	11	12	-7.946187 0.004557
7	8	12	13	-7.817624 0.005095
7	8	13	14	-1.167469 0.000636
7	8	14	15	-1.992843 0.000986
7	8	15	16	-1.483452 0.000986
7	8	16	17	-1.032834 0.000636
