32#	Number	of	sensors
#x	z			
0	0.06			
0.1	0.15			
0.15	0.2			
0.24	0.22			
0.36	0.22			
0.43	0.19			
0.51	0.13			
0.57	0.04			
0.74	0.04			
0.82	0.12			
0.93	0.19			
1	0.23			
1.1	0.22			
1.19	0.17			
1.24	0.11			
1.33	0.02			
1.5	0.02			
1.56	0.11			
1.63	0.15			
1.68	0.2			
1.85	0.21			
1.93	0.15			
2	0.1			
2.08	0.04			
2.22	0.05			
2.33	0.12			
2.39	0.2			
2.46	0.25			
2.59	0.26			
2.66	0.2			
2.72	0.13			
2.79	0.04			
1342#	Number	of	data					
#a	b	m	n	R	err			
1	2	3	4	-219.3269 0.081254
1	2	4	5	-182.3256 0.104898
1	2	5	6	-40.81335 0.020313
1	2	6	7	-20.86336 0.013112
1	2	7	8	-10.83793 0.004146
1	2	8	9	-4.054626 0.001795
1	2	9	10	-0.405149 0.000158
1	2	10	11	-0.261407 0.000091
1	3	5	7	-161.9965 0.044999
1	3	7	9	-33.71959 -0.000703
1	3	9	11	-1.362796 0.0000000
1	3	11	13	-2.474859 0.000703
1	3	13	15	-0.723958 -0.000000
1	3	15	17	-0.696152 0.000175
1	3	17	19	-0.239571 0.0000000
1	3	19	21	-0.229981 0.0000000
2	3	4	5	-449.7082 0.188910
2	3	5	6	-68.67133 0.040900
2	3	6	7	-31.75390 0.011806
2	3	7	8	-14.15845 0.008348
2	3	8	9	-4.668284 0.002333
2	3	9	10	-0.429907 0.000225
2	3	10	11	-0.266475 0.000184
2	3	11	12	-0.521307 0.000368
1	4	7	10	-86.16077 0.021238
1	4	10	13	-6.599990 0.0000000
1	4	13	16	-2.281740 0.000663
1	4	16	19	-1.262398 0.0000000
1	4	19	22	-0.646581 0.000165
1	4	22	25	-0.622607 0.0000000
1	4	25	28	-0.236072 0.000058
1	4	28	31	-0.235295 0.000058
2	4	6	8	-184.3513 -0.016129
2	4	8	10	-17.80166 0.003801
2	4	10	12	-2.628617 0.005820
2	4	12	14	-2.995833 0.003360
2	4	14	16	-1.281284 0.003098
2	4	16	18	-0.789573 0.000628
2	4	18	20	-0.335341 0.000187
2	4	20	22	-0.319794 0.0000000
3	4	5	6	-251.7558 0.177650
3	4	6	7	-99.62814 0.029608
3	4	7	8	-38.87020 0.023407
3	4	8	9	-11.66739 0.004532
3	4	9	10	-1.032873 0.000400
3	4	10	11	-0.630967 0.000327
3	4	11	12	-1.217117 0.000462
3	4	12	13	-1.744692 0.000654
1	5	9	13	-19.80663 -0.000131
1	5	13	17	-6.675492 0.005583
1	5	17	21	-2.055330 0.000527
1	5	21	25	-1.653861 0.0000000
1	5	25	29	-0.703016 -0.000000
2	5	8	11	-56.86539 -0.000565
2	5	11	14	-12.48094 -0.000035
2	5	14	17	-4.725002 0.002263
2	5	17	20	-1.335732 0.000632
2	5	20	23	-1.203922 0.0000000
2	5	23	26	-0.897175 0.000282
2	5	26	29	-0.452460 0.000316
2	5	29	32	-0.323492 0.000255
3	5	7	9	-220.3025 0.286930
3	5	9	11	-6.020842 0.004009
3	5	11	13	-9.970355 0.006709
3	5	13	15	-2.720576 0.003414
3	5	15	17	-2.504834 0.002372
3	5	17	19	-0.812802 0.000708
3	5	19	21	-0.770370 0.000501
3	5	21	23	-0.626084 0.000613
4	5	6	7	-424.1384 0.111386
4	5	7	8	-136.2431 0.141990
4	5	8	9	-33.80482 0.017052
4	5	9	10	-2.765036 0.001507
4	5	10	11	-1.596681 0.000753
4	5	11	12	-2.940681 0.001230
4	5	12	13	-4.069122 0.001945
4	5	13	14	-0.738326 0.000532
2	6	10	14	-27.55760 0.0000000
2	6	14	18	-8.834646 -0.000007
2	6	18	22	-2.598814 0.0000000
2	6	22	26	-2.046490 -0.000000
2	6	26	30	-0.915868 0.000358
3	6	9	12	-21.37148 -0.000072
3	6	12	15	-15.84359 0.004642
3	6	15	18	-5.231816 0.001160
3	6	18	21	-1.931533 0.000410
3	6	21	24	-1.588413 0.0000000
3	6	24	27	-0.928558 0.000205
3	6	27	30	-0.651486 0.0000000
4	6	8	10	-108.1478 0.032766
4	6	10	12	-11.13871 0.002896
4	6	12	14	-10.79354 0.002896
4	6	14	16	-4.271428 0.001448
4	6	16	18	-2.485831 0.001023
4	6	18	20	-0.999492 0.000362
4	6	20	22	-0.940888 0.0000000
4	6	22	24	-0.909207 0.0000000
5	6	7	8	-431.2359 0.550103
5	6	8	9	-66.99487 0.031831
5	6	9	10	-4.592351 0.001624
5	6	10	11	-2.490946 0.001148
5	6	11	12	-4.113338 0.001624
5	6	12	13	-5.120900 0.001989
5	6	13	14	-0.862583 0.000351
5	6	14	15	-1.318124 0.0000000
3	7	11	15	-32.37261 -0.000419
3	7	15	19	-7.657189 0.001679
3	7	19	23	-3.028154 0.0000000
3	7	23	27	-1.888864 0.000419
3	7	27	31	-0.997868 0.0000000
4	7	10	13	-29.23724 -0.000186
4	7	13	16	-8.025538 -0.000011
4	7	16	19	-4.122973 0.001495
4	7	19	22	-1.935626 0.0000000
4	7	22	25	-1.792137 0.0000000
4	7	25	28	-0.648019 0.0000000
4	7	28	31	-0.650405 0.0000000
5	7	9	11	-13.50430 0.011199
5	7	11	13	-16.02763 0.011199
5	7	13	15	-3.651669 0.003024
5	7	15	17	-3.323776 0.002424
5	7	17	19	-1.011437 0.000756
5	7	19	21	-0.905306 0.000534
5	7	21	23	-0.722546 0.000534
5	7	23	25	-0.714904 0.000534
6	7	8	9	-73.73082 0.061738
6	7	9	10	-4.278720 0.002552
6	7	10	11	-2.125901 0.001670
6	7	11	12	-3.130397 0.001181
6	7	12	13	-3.640890 0.002728
6	7	13	14	-0.574411 0.000638
6	7	14	15	-0.895232 0.000964
6	7	15	16	-0.669826 0.000743
4	8	12	16	-34.18859 0.0000000
4	8	16	20	-7.183070 0.002081
4	8	20	24	-3.537617 0.0000000
4	8	24	28	-1.657757 0.0000000
4	8	28	32	-1.088087 0.000260
5	8	11	14	-35.30448 0.015976
5	8	14	17	-10.40381 0.002305
5	8	17	20	-2.471326 0.000998
5	8	20	23	-1.994393 0.000815
5	8	23	26	-1.418686 0.000706
5	8	26	29	-0.680581 0.000203
5	8	29	32	-0.492379 0.000381
6	8	10	12	-19.88755 0.014938
6	8	12	14	-14.01657 0.011977
6	8	14	16	-5.081246 0.004889
6	8	16	18	-2.725740 0.002117
6	8	18	20	-0.971199 0.000705
6	8	20	22	-0.859075 0.000748
6	8	22	24	-0.819077 0.000808
6	8	24	26	-0.521050 0.000499
7	8	9	10	-16.97956 0.010361
7	8	10	11	-6.602104 0.003916
7	8	11	12	-8.031503 0.001958
7	8	12	13	-8.475358 0.004796
7	8	13	14	-1.337221 0.000599
7	8	14	15	-2.029167 0.001295
7	8	15	16	-1.494197 0.000915
7	8	16	17	-1.361209 0.000692
5	9	13	17	-34.83866 0.008300
