32#	Number	of	sensors
#x	z			
0	0.06			
0.1	0.15			
0.15	0.2			
0.24	0.22			
0.36	0.22			
0.43	0.19			
0.51	0.13			
0.57	0.04			
0.74	0.04			
0.82	0.12			
0.93	0.19			
1	0.23			
1.1	0.22			
1.19	0.17			
1.24	0.11			
1.33	0.02			
1.5	0.02			
1.56	0.11			
1.63	0.15			
1.68	0.2			
1.85	0.21			
1.93	0.15			
2	0.1			
2.08	0.04			
2.22	0.05			
2.33	0.12			
2.39	0.2			
2.46	0.25			
2.59	0.26			
2.66	0.2			
2.72	0.13			
2.79	0.04			
1342#	Number	of	data					
#a	b	m	n	R	err			
1	2	3	4	-218.9221 0.108395
1	2	4	5	-162.5960 0.114970
1	2	5	6	-33.41169 0.021423
1	2	6	7	-22.22382 0.014371
1	2	7	8	-11.12596 0.007185
1	2	8	9	-3.703089 0.002240
1	2	9	10	-0.307537 0.000211
1	2	10	11	-0.276439 0.000167
1	3	5	7	-134.6414 0.037365
1	3	7	9	-31.51588 0.0000000
1	3	9	11	-1.118621 0.000505
1	3	11	13	-2.412847 0.000825
1	3	13	15	-0.977482 0.000291
1	3	15	17	-0.787407 0.0000000
1	3	17	19	-0.309838 -0.000000
1	3	19	21	-0.228923 0.000103
2	3	4	5	-368.6367 0.0000000
2	3	5	6	-49.07242 0.016515
2	3	6	7	-29.95520 0.011677
2	3	7	8	-12.82921 0.005056
2	3	8	9	-3.846945 -0.000004
2	3	9	10	-0.280706 0.000335
2	3	10	11	-0.252479 0.000418
2	3	11	12	-0.467684 0.000763
1	4	7	10	-82.33923 0.0000000
1	4	10	13	-6.330172 0.0000000
1	4	13	16	-3.146217 -0.000002
1	4	16	19	-1.324664 0.0000000
1	4	19	22	-0.683162 0.000256
1	4	22	25	-0.768669 0.000296
1	4	25	28	-0.305093 0.000074
1	4	28	31	-0.248154 0.000104
2	4	6	8	-193.9971 -0.010093
2	4	8	10	-15.21475 -0.000039
2	4	10	12	-2.399947 0.0000000
2	4	12	14	-3.101926 0.0000000
2	4	14	16	-1.723734 -0.000000
2	4	16	18	-0.759591 0.0000000
2	4	18	20	-0.379876 0.0000000
2	4	20	22	-0.351768 0.000078
3	4	5	6	-222.2902 0.055244
3	4	6	7	-112.0715 0.0000000
3	4	7	8	-39.13093 0.009765
3	4	8	9	-10.40493 0.003452
3	4	9	10	-0.675655 0.000215
3	4	10	11	-0.598943 0.000215
3	4	11	12	-1.078809 0.0000000
3	4	12	13	-1.706068 0.000431
1	5	9	13	-16.45975 0.0000000
1	5	13	17	-7.447730 -0.000013
1	5	17	21	-2.130224 0.0000000
1	5	21	25	-1.880324 -0.000002
1	5	25	29	-0.775919 -0.000000
2	5	8	11	-45.08833 0.011062
2	5	11	14	-11.33912 -0.000030
2	5	14	17	-5.057356 -0.000007
2	5	17	20	-1.409100 -0.000000
2	5	20	23	-1.305159 0.0000000
2	5	23	26	-0.952084 0.0000000
2	5	26	29	-0.466285 -0.000000
2	5	29	32	-0.353642 0.0000000
3	5	7	9	-198.9390 0.243038
3	5	9	11	-4.242236 0.001074
3	5	11	13	-8.682008 0.002148
3	5	13	15	-3.223575 0.001860
3	5	15	17	-2.453498 0.001200
3	5	17	19	-0.920579 0.000379
3	5	19	21	-0.669476 0.000268
3	5	21	23	-0.745312 0.000268
4	5	6	7	-421.0561 -0.075216
4	5	7	8	-123.7190 0.122827
4	5	8	9	-26.04996 0.0000000
4	5	9	10	-1.600515 -0.000000
4	5	10	11	-1.366961 0.000391
4	5	11	12	-2.477858 0.000554
4	5	12	13	-3.413365 0.001108
4	5	13	14	-0.791048 0.000195
2	6	10	14	-24.86080 -0.000077
2	6	14	18	-8.874835 0.0000000
2	6	18	22	-2.541914 0.0000000
2	6	22	26	-2.209815 0.0000000
2	6	26	30	-0.903880 0.0000000
3	6	9	12	-16.64076 0.0000000
3	6	12	15	-14.79447 0.003499
3	6	15	18	-4.899104 0.0000000
3	6	18	21	-1.819141 0.0000000
3	6	21	24	-1.789351 0.0000000
3	6	24	27	-0.889693 0.000218
3	6	27	30	-0.634594 0.0000000
4	6	8	10	-86.53470 0.043098
4	6	10	12	-9.991180 0.004917
4	6	12	14	-9.362267 0.003809
4	6	14	16	-4.421345 0.001904
4	6	16	18	-1.966318 0.000549
4	6	18	20	-0.954150 0.000388
4	6	20	22	-0.853261 0.000194
4	6	22	24	-1.000222 -0.000000
5	6	7	8	-419.9831 1.307657
5	6	8	9	-56.19494 0.042049
5	6	9	10	-2.696417 -0.000000
5	6	10	11	-2.226583 0.001238
5	6	11	12	-3.921361 0.001958
5	6	12	13	-4.393513 0.002145
5	6	13	14	-0.763847 0.000536
5	6	14	15	-1.288604 0.000758
3	7	11	15	-31.22364 0.014960
3	7	15	19	-7.320933 0.004580
3	7	19	23	-3.009529 0.001870
3	7	23	27	-1.947231 0.000935
3	7	27	31	-0.993451 0.000618
4	7	10	13	-27.85184 0.0000000
4	7	13	16	-7.821490 -0.000010
4	7	16	19	-3.586554 -0.000002
4	7	19	22	-1.736443 0.0000000
4	7	22	25	-1.889768 -0.000001
4	7	25	28	-0.723083 -0.000000
4	7	28	31	-0.588889 0.0000000
5	7	9	11	-10.31850 0.005992
5	7	11	13	-16.05666 0.008474
5	7	13	15	-3.258953 0.001339
5	7	15	17	-2.842112 0.001498
5	7	17	19	-1.102703 0.000626
5	7	19	21	-0.766884 0.000290
5	7	21	23	-0.824690 0.000473
5	7	23	25	-0.707214 0.000374
6	7	8	9	-66.03850 0.056350
6	7	9	10	-3.076449 0.001839
6	7	10	11	-2.309489 0.001986
6	7	11	12	-3.952968 0.003358
6	7	12	13	-3.781539 0.002809
6	7	13	14	-0.388749 0.000132
6	7	14	15	-0.813182 0.000563
6	7	15	16	-0.641740 0.000459
4	8	12	16	-31.02536 -0.000163
4	8	16	20	-6.048222 -0.000005
4	8	20	24	-3.618418 -0.000002
4	8	24	28	-1.636038 0.0000000
4	8	28	32	-1.047772 0.000231
5	8	11	14	-33.18760 -0.000449
5	8	14	17	-9.168137 -0.000028
5	8	17	20	-2.432813 0.0000000
5	8	20	23	-2.004118 0.0000000
5	8	23	26	-1.422340 0.0000000
5	8	26	29	-0.671223 0.0000000
5	8	29	32	-0.509348 0.000112
6	8	10	12	-19.51257 0.015839
6	8	12	14	-12.51050 0.008554
6	8	14	16	-4.730151 0.003429
6	8	16	18	-2.151687 0.001512
6	8	18	20	-0.976944 0.000639
6	8	20	22	-0.807366 0.000639
6	8	22	24	-0.948593 0.000782
6	8	24	26	-0.507057 0.000428
7	8	9	10	-9.800006 0.005034
7	8	10	11	-5.613863 0.002055
7	8	11	12	-7.652161 0.0000000
7	8	12	13	-7.279469 0.002055
7	8	13	14	-1.071745 0.000363
7	8	14	15	-1.868154 0.000726
7	8	15	16	-1.413345 0.000363
7	8	16	17	-0.942360 0.000256
